hv/channel.c 
spi/spi-txx9.c 2
spi/spi-fsl-lib.c 2
spi/spi-sh.c 1
spi/spi.c 3
spi/spi-ti-ssp.c 1
spi/spi-mpc512x-psc.c 2
spi/spi-ep93xx.c 3
spi/spi-bfin5xx.c 4
spi/spi-pl022.c 9
spi/spi-orion.c 4
spi/spi-fsl-espi.c 1
spi/spi-coldfire-qspi.c 1
spi/spi-bfin-sport.c 1
spi/spi-bitbang.c 6
spi/spi-pxa2xx.c 1
spi/spi-imx.c 6
spi/spi-s3c64xx.c 1
spi/spi-omap-uwire.c 1
spi/spi-mpc52xx-psc.c 1
spi/spi-omap-100k.c 2
ssb/sprom.c 1
ssb/main.c 1
ssb/pcmcia.c 6
ssb/sdio.c 6
uio/uio_pdrv_genirq.c 1
uio/uio_pdrv.c 1
tty/vt/vc_screen.c 1
tty/vt/selection.c 1
tty/vt/keyboard.c 1
tty/hvc/hvc_iucv.c 1
tty/hvc/hvc_console.c 1
tty/hvc/hvcs.c 1
tty/hvc/hvsi.c 1
tty/hvc/hvc_xen.c 1
tty/synclinkmp.c 1
tty/nozomi.c 8
tty/ehv_bytechan.c 2
tty/amiserial.c 2
tty/bfin_jtag_comm.c 1
tty/rocket.c 4
tty/cyclades.c 2
tty/n_gsm.c 1
tty/moxa.c 1
tty/tty_io.c 1
tty/ipwireless/hardware.c 1
tty/serial/dz.c 1
tty/serial/ioc3_serial.c 1
tty/serial/vt8500_serial.c 1
tty/serial/atmel_serial.c 1
tty/serial/altera_uart.c 2
tty/serial/imx.c 1
tty/serial/mcf.c 2
tty/serial/pnx8xxx_uart.c 1
tty/serial/clps711x.c 1
tty/serial/ip22zilog.c 1
tty/serial/sa1100.c 1
tty/serial/apbuart.c 1
tty/serial/max3107.c 1
tty/serial/timbuart.c 1
tty/serial/mrst_max3110.c 2
tty/serial/bfin_uart.c 2
tty/serial/ioc4_serial.c 1
tty/serial/pmac_zilog.c 1
tty/serial/netx-serial.c 4
tty/serial/altera_jtaguart.c 2
tty/serial/nwpserial.c 1
tty/serial/icom.c 1
tty/serial/68328serial.c 1
tty/serial/crisv10.c 1
tty/serial/mpsc.c 1
tty/serial/cpm_uart/cpm_uart_core.c 5
tty/serial/msm_serial.c 2
tty/serial/ucc_uart.c 1
tty/serial/mpc52xx_uart.c 2
tty/serial/sunzilog.c 1
tty/serial/bfin_sport_uart.c 3
tty/n_r3964.c 2
tty/tty_ldisc.c 4
tty/synclink.c 1
tty/synclink_gt.c 9
usb/atm/ueagle-atm.c 10
usb/atm/cxacru.c 1
usb/atm/usbatm.c 1
usb/mon/mon_text.c 1
usb/mon/mon_bin.c 1
usb/mon/mon_main.c 4
usb/core/devices.c 1
usb/core/devio.c 1
usb/core/hcd.c 3
usb/core/urb.c 1
usb/core/usb.c 3
usb/core/message.c 1
usb/dwc3/gadget.c 1
usb/host/whci/qset.c 1
usb/host/uhci-q.c 4
usb/host/xhci-ring.c 2
usb/host/ohci-q.c 9
usb/host/ohci-dbg.c 2
usb/host/ehci-q.c 1
usb/host/ohci-hcd.c 1
usb/host/isp1760-hcd.c 1
usb/host/isp1362-hcd.c 3
usb/host/ehci-sched.c 1
usb/host/uhci-debug.c 5
usb/host/xhci-mem.c 2
usb/host/oxu210hp-hcd.c 2
usb/host/ehci-pxa168.c 2
usb/misc/legousbtower.c 2
usb/misc/emi26.c 1
usb/misc/emi62.c 1
usb/misc/rio500.c 1
usb/misc/adutux.c 2
usb/musb/musb_core.c 2
usb/musb/cppi_dma.c 4
usb/musb/musb_host.c 1
usb/musb/musb_gadget.c 2
usb/class/usblp.c 1
usb/early/ehci-dbgp.c 1
usb/c67x00/c67x00-sched.c 1
usb/storage/protocol.c 2
usb/storage/freecom.c 1
usb/wusbcore/wa-nep.c 1
usb/gadget/r8a66597-udc.c 1
usb/gadget/langwell_udc.c 2
usb/gadget/atmel_usba_udc.c 4
usb/gadget/at91_udc.c 1
usb/gadget/composite.c 1
usb/gadget/fsl_qe_udc.c 4
usb/gadget/rndis.c 5
usb/gadget/amd5536udc.c 1
usb/gadget/f_hid.c 3
usb/gadget/ci13xxx_udc.c 2
usb/gadget/uvc_queue.c 1
usb/gadget/mv_udc_core.c 1
usb/gadget/config.c 7
usb/gadget/s3c-hsudc.c 1
usb/gadget/fusb300_udc.c 2
usb/gadget/pxa25x_udc.c 1
usb/gadget/pch_udc.c 2
usb/gadget/net2272.c 1
usb/gadget/net2280.c 3
usb/gadget/s3c2410_udc.c 2
usb/gadget/goku_udc.c 1
usb/gadget/pxa27x_udc.c 1
usb/gadget/fsl_udc_core.c 2
usb/gadget/u_ether.c 4
usb/gadget/dummy_hcd.c 4
usb/gadget/imx_udc.c 1
usb/gadget/u_serial.c 2
usb/gadget/omap_udc.c 1
usb/gadget/m66592-udc.c 1
usb/gadget/printer.c 1
usb/serial/pl2303.c 10
usb/serial/garmin_gps.c 1
usb/serial/ti_usb_3410_5052.c 4
